frame,frame_ms,eye_x,eye_y,eye_z,step_m,yaw_step_deg,visual_error_m,body_x,body_z
269,16.6870,2.43255,1.04083,0.72391,0.063333,0.75002,0.00000,2.43322,0.75832
270,18.4690,2.43378,1.04083,0.78724,0.063333,0.74998,0.00000,2.43445,0.82165
271,14.8630,2.43501,1.04083,0.85056,0.063333,0.75000,0.00000,2.43568,0.88497
272,16.6570,2.43624,1.04083,0.91388,0.063333,0.75002,0.00000,2.43690,0.94829
273,16.9390,2.43746,1.04083,0.97720,0.063333,0.74998,0.00000,2.43813,1.01161
274,16.5990,2.43869,1.04083,1.04052,0.063333,0.75002,0.00000,2.43936,1.07493
275,16.8360,2.43992,1.04083,1.10384,0.063333,0.74998,0.00000,2.44059,1.13825
276,16.5430,2.44115,1.04083,1.16716,0.063333,0.75002,0.00000,2.44182,1.20157
277,16.5950,2.44238,1.04083,1.23049,0.063333,0.74998,0.00000,2.44305,1.26490
278,16.4660,2.44361,1.04083,1.29381,0.063333,0.75002,0.00000,2.44428,1.32822
279,16.6260,2.44484,1.04083,1.35713,0.063333,0.74998,0.00000,2.44550,1.39154
280,17.1330,2.44606,1.04083,1.42045,0.063333,0.75002,0.00000,2.44673,1.45486
281,16.5470,2.44729,1.04083,1.48377,0.063333,0.74998,0.00000,2.44796,1.51818
282,16.7460,2.44852,1.04083,1.54709,0.063334,0.75002,0.00000,2.44919,1.58150
283,21.8200,2.44975,1.04083,1.61041,0.063334,0.74998,0.00000,2.45042,1.64482
