frame,frame_ms,eye_x,eye_y,eye_z,step_m,yaw_step_deg,visual_error_m,body_x,body_z
116,1.0810,-2.19339,1.04083,-2.19339,0.000000,0.04887,0.00000,-2.19339,-2.19339
117,1.0800,-2.19339,1.04083,-2.19339,0.000000,0.04873,0.00000,-2.19339,-2.19339
118,1.0800,-2.19339,1.04083,-2.19339,0.000000,0.04869,0.00000,-2.19339,-2.19339
119,1.0930,-2.19339,1.04083,-2.19339,0.000000,0.04874,0.00000,-2.19339,-2.19339
120,3.9400,-2.15711,1.04083,-2.15711,0.051313,0.04905,0.00000,-2.15711,-2.15711
121,0.6050,-2.15711,1.04083,-2.15711,0.000000,0.04937,0.00000,-2.15711,-2.15711
122,0.5600,-2.15711,1.04083,-2.15711,0.000000,0.06250,0.00000,-2.15711,-2.15711
123,0.8070,-2.15711,1.04083,-2.15711,0.000000,0.06250,0.00000,-2.15711,-2.15711
124,1.0770,-2.15711,1.04083,-2.15711,0.000000,0.06250,0.00000,-2.15711,-2.15711
125,1.0950,-2.15711,1.04083,-2.15711,0.000000,0.06250,0.00000,-2.15711,-2.15711
126,1.0800,-2.15711,1.04083,-2.15711,0.000000,0.06250,0.00000,-2.15711,-2.15711
127,1.0900,-2.15711,1.04083,-2.15711,0.000000,0.05056,0.00000,-2.15711,-2.15711
128,1.0910,-2.15711,1.04083,-2.15711,0.000000,0.04896,0.00000,-2.15711,-2.15711
129,1.0790,-2.15711,1.04083,-2.15711,0.000000,0.04900,0.00000,-2.15711,-2.15711
130,1.0880,-2.15711,1.04083,-2.15711,0.000000,0.04873,0.00000,-2.15711,-2.15711
131,1.0930,-2.15711,1.04083,-2.15711,0.000000,0.04892,0.00000,-2.15711,-2.15711
132,1.0910,-2.15711,1.04083,-2.15711,0.000000,0.04914,0.00000,-2.15711,-2.15711
133,1.0810,-2.15711,1.04083,-2.15711,0.000000,0.04914,0.00000,-2.15711,-2.15711
134,3.8070,-2.11968,1.04083,-2.11824,0.053957,0.04865,0.00000,-2.11968,-2.11824
135,0.5410,-2.11968,1.04083,-2.11824,0.000000,0.04878,0.00000,-2.11968,-2.11824
136,0.5740,-2.11968,1.04083,-2.11824,0.000000,0.06250,0.00000,-2.11968,-2.11824
137,0.8010,-2.11968,1.04083,-2.11824,0.000000,0.06250,0.00000,-2.11968,-2.11824
138,1.0820,-2.11968,1.04083,-2.11824,0.000000,0.06250,0.00000,-2.11968,-2.11824
139,1.0940,-2.11968,1.04083,-2.11824,0.000000,0.06250,0.00000,-2.11968,-2.11824
140,1.1160,-2.11968,1.04083,-2.11824,0.000000,0.05627,0.00000,-2.11968,-2.11824
141,1.0600,-2.11968,1.04083,-2.11824,0.000000,0.05036,0.00000,-2.11968,-2.11824
142,1.0880,-2.11968,1.04083,-2.11824,0.000000,0.04757,0.00000,-2.11968,-2.11824
143,1.0840,-2.11968,1.04083,-2.11824,0.000000,0.04905,0.00000,-2.11968,-2.11824
144,1.0910,-2.11968,1.04083,-2.11824,0.000000,0.04869,0.00000,-2.11968,-2.11824
